Exch,ExchType,Token,LastRate,LastQty,TotalQty,High,Low,OpenRate,PClose,AvgRate,Time,BidQty,BidRate,OffQty,OffRate,TBidQ,TOffQ,TickDt,ChgPcnt
N,C,3045,741.6,1287,14749185,759.9,733.4,759.8,752.25,742.11,16787,600,741.4,144,741.6,1103145,1905132,/Date(1738904987000)/,-1.41575277
N,C,1333,1747.95,26,4888526,1767,1743.55,1750,1743.85,1755.02,16787,162,1747.95,364,1748.15,237374,504798,/Date(1738904987000)/,0.235111967
N,C,4963,1261.25,41,1547984,1275,1259,1272,1272.4,1268.24,16787,73,1261.25,10,1261.45,279968,368494,/Date(1738904987000)/,-0.876296759
N,C,1594,1915.75,21,1171836,1923.7,1895.95,1919.3,1915.65,1906.05,16788,437,1915.75,103,1916.1,172421,201687,/Date(1738904988000)/,0.00522016035
N,C,5900,1009.85,97,1260807,1024.45,1007.65,1019.5,1020.7,1015.25,16787,3,1009.85,95,1009.9,251371,388903,/Date(1738904987000)/,-1.06299591
N,C,1394,2346.85,19,206269,2381.95,2336.1,2380,2372.7,2351.19,16787,9,2346.2,306,2346.85,99446,87672,/Date(1738904987000)/,-1.08947611
N,C,3045,741.7,1370,14750555,759.9,733.4,759.8,752.25,742.1,16788,603,741.55,9466,741.7,1105810,1902434,/Date(1738904988000)/,-1.40245926
N,C,1333,1747.95,6,4888532,1767,1743.55,1750,1743.85,1755.02,16787,161,1747.95,292,1748.15,237511,505400,/Date(1738904987000)/,0.235111967
N,C,11483,3342.3,79,326607,3369.95,3323.05,3367,3352.75,3343.9,16787,1,3341.6,15,3342.3,113977,120468,/Date(1738904987000)/,-0.311684459
B,C,500112,741.85,11,742872,761.8,733.5,761.8,752.35,741.19,16788,1175,741.35,596,741.85,197046,1027576,/Date(1738904988000)/,-1.395627
N,C,4963,1261.25,39,1548023,1275,1259,1272,1272.4,1268.24,16788,34,1261.25,10,1261.45,279970,368379,/Date(1738904988000)/,-0.876296759
B,C,500325,1271.45,1,165883,1284.75,1266.45,1266.45,1281.55,1271.39,16788,1,1271.05,14,1271.45,124368,781475,/Date(1738904988000)/,-0.78810817
N,C,1594,1915.75,13,1171849,1923.7,1895.95,1919.3,1915.65,1906.05,16789,66,1915.8,2,1915.95,173079,201698,/Date(1738904989000)/,0.00522016035
N,C,5900,1009.8,189,1260996,1024.45,1007.65,1019.5,1020.7,1015.25,16789,2,1009.75,1811,1009.8,249529,391947,/Date(1738904989000)/,-1.06789458
N,C,3045,741.7,1356,14751911,759.9,733.4,759.8,752.25,742.1,16789,2085,741.55,8548,741.7,1104522,1903029,/Date(1738904989000)/,-1.40245926
N,C,1333,1748.15,947,4889479,1767,1743.55,1750,1743.85,1755.02,16789,248,1747.95,202,1748.15,233503,503505,/Date(1738904989000)/,0.246580824
N,C,11536,4053.05,78,437116,4090,4028.3,4090,4082.75,4046.36,16789,1,4052.35,8,4053.05,91919,91877,/Date(1738904989000)/,-0.727450848
N,C,4963,1261.2,39,1548062,1275,1259,1272,1272.4,1268.24,16789,12,1261.25,10,1261.45,279201,368637,/Date(1738904989000)/,-0.8802263
N,C,1594,1915.8,14,1171863,1923.7,1895.95,1919.3,1915.65,1906.05,16790,52,1915.8,21,1915.95,173136,201823,/Date(1738904990000)/,0.00783024
N,C,5900,1009.75,2,1260998,1024.45,1007.65,1019.5,1020.7,1015.25,16789,6,1009.7,189,1009.75,249700,393250,/Date(1738904989000)/,-1.07279313
N,C,3045,741.5,3821,14755732,759.9,733.4,759.8,752.25,742.1,16790,1,741.4,568,741.5,1096348,1906085,/Date(1738904990000)/,-1.42904627
N,C,1333,1747.95,341,4889820,1767,1743.55,1750,1743.85,1755.02,16790,151,1747.95,3,1748.05,235529,505360,/Date(1738904990000)/,0.235111967
N,C,4963,1261.25,42,1548104,1275,1259,1272,1272.4,1268.24,16790,22,1261.25,11,1261.45,279917,368542,/Date(1738904990000)/,-0.876296759
N,C,1594,1915.8,13,1171876,1923.7,1895.95,1919.3,1915.65,1906.05,16791,39,1915.8,35,1915.95,173423,202060,/Date(1738904991000)/,0.00783024
B,C,500112,741.7,6,742878,761.8,733.5,761.8,752.35,741.19,16791,79,741.35,275,741.7,199461,1023702,/Date(1738904991000)/,-1.41556454
B,C,500696,2345.95,1,15019,2382.95,2336.85,2382.95,2373.5,2350.92,16790,112,2345.95,4,2348.05,32167,176407,/Date(1738904990000)/,-1.1607331
N,C,5900,1009.5,192,1261190,1024.45,1007.65,1019.5,1020.7,1015.25,16791,10,1009.5,65,1009.75,250090,389362,/Date(1738904991000)/,-1.09728622
N,C,2885,1271.1,31,2724234,1283.7,1267.5,1276.15,1281.55,1272.24,16791,90,1271.05,2846,1271.1,369553,592281,/Date(1738904991000)/,-0.815418839
N,C,3045,741.35,422,14756154,759.9,733.4,759.8,752.25,742.1,16791,4650,741.15,39,741.35,1098233,1911877,/Date(1738904991000)/,-1.44898641
N,C,1333,1747.85,1389,4891209,1767,1743.55,1750,1743.85,1755.01,16791,73,1747.8,27,1747.85,234704,506477,/Date(1738904991000)/,0.229377538
N,C,4963,1261.25,39,1548143,1275,1259,1272,1272.4,1268.24,16791,12,1261.25,11,1261.45,278442,368528,/Date(1738904991000)/,-0.876296759
N,C,1594,1915.8,25,1171901,1923.7,1895.95,1919.3,1915.65,1906.05,16792,101,1915.8,33,1915.95,173324,199854,/Date(1738904992000)/,0.00783024
B,C,500112,741.65,400,743278,761.8,733.5,761.8,752.35,741.19,16792,10,741.4,110,741.65,187026,1029671,/Date(1738904992000)/,-1.42221045
N,C,5900,1009.75,1,1261191,1024.45,1007.65,1019.5,1020.7,1015.25,16791,8,1009.5,64,1009.75,250161,391734,/Date(1738904991000)/,-1.07279313
N,C,3045,741.2,2721,14758875,759.9,733.4,759.8,752.25,742.1,16792,1769,741.15,205,741.4,1103253,1909610,/Date(1738904992000)/,-1.46892655
N,C,1333,1747.9,125,4891334,1767,1743.55,1750,1743.85,1755.01,16792,28,1747.85,1,1747.9,234225,506859,/Date(1738904992000)/,0.232244745
N,C,4963,1261.25,94,1548237,1275,1259,1272,1272.4,1268.24,16793,30,1261.25,17,1261.45,279766,368421,/Date(1738904993000)/,-0.876296759
B,C,500209,1916.2,5,30644,1921,1880.2,1880.2,1915.95,1903.12,16792,7,1915.4,17,1916.2,54069,338398,/Date(1738904992000)/,0.0130483573
N,C,1594,1915.8,13,1171914,1923.7,1895.95,1919.3,1915.65,1906.05,16793,88,1915.8,41,1915.9,173017,200299,/Date(1738904993000)/,0.00783024
N,C,5900,1009.5,62,1261253,1024.45,1007.65,1019.5,1020.7,1015.25,16793,5,1009.5,76,1009.75,250718,386544,/Date(1738904993000)/,-1.09728622
B,C,532174,1260.85,2,36434,1273.5,1258.5,1272.6,1272.65,1266.74,16792,32,1260.9,23,1261.5,78826,439837,/Date(1738904992000)/,-0.9271991
B,C,500325,1271,44,165927,1284.75,1266.45,1266.45,1281.55,1271.39,16793,176,1271,15,1271.45,120432,781478,/Date(1738904993000)/,-0.8232219
N,C,3045,741.4,2246,14761121,759.9,733.4,759.8,752.25,742.1,16793,2,741.25,200,741.4,1101503,1910149,/Date(1738904993000)/,-1.44233966
N,C,1333,1747.95,10,4891344,1767,1743.55,1750,1743.85,1755.01,16793,2,1747.9,223,1748.15,234711,506762,/Date(1738904993000)/,0.235111967
B,C,500112,741.6,20,743298,761.8,733.5,761.8,752.35,741.19,16793,10,741.4,43,741.65,197411,1029250,/Date(1738904993000)/,-1.42885625
N,C,4963,1261.25,74,1548311,1275,1259,1272,1272.4,1268.24,16794,75,1261.25,19,1261.45,279866,368542,/Date(1738904994000)/,-0.876296759
N,C,1594,1915.8,14,1171928,1923.7,1895.95,1919.3,1915.65,1906.05,16794,140,1915.8,119,1915.9,173301,200296,/Date(1738904994000)/,0.00783024
N,C,5900,1009.9,2226,1263479,1024.45,1007.65,1019.5,1020.7,1015.24,16794,118,1009.85,9,1009.95,252817,385031,/Date(1738904994000)/,-1.05809736
N,C,1394,2346.85,9,206278,2381.95,2336.1,2380,2372.7,2351.18,16793,2,2346.2,5,2346.85,99163,87136,/Date(1738904993000)/,-1.08947611
N,C,2885,1271.05,198,2724432,1283.7,1267.5,1276.15,1281.55,1272.24,16794,12,1271,2846,1271.1,369413,592665,/Date(1738904994000)/,-0.8193203
N,C,3045,741.4,2472,14763593,759.9,733.4,759.8,752.25,742.1,16794,373,741.4,10,741.45,1109204,1902343,/Date(1738904994000)/,-1.44233966
N,C,1333,1748.1,13,4891357,1767,1743.55,1750,1743.85,1755.01,16794,122,1748.05,3,1748.1,236948,504485,/Date(1738904994000)/,0.243713617
N,C,11483,3341.2,45,326652,3369.95,3323.05,3367,3352.75,3343.9,16794,32,3341.2,3,3341.9,115093,120751,/Date(1738904994000)/,-0.34449333
B,C,500209,1916.1,11,30655,1921,1880.2,1880.2,1915.95,1903.12,16795,88,1915.4,2,1916.4,52721,335502,/Date(1738904995000)/,0.007829014
N,C,4963,1261.5,142,1548453,1275,1259,1272,1272.4,1268.24,16795,57,1261.5,11,1261.6,288973,357282,/Date(1738904995000)/,-0.856648862
N,C,1594,1916.25,1364,1173292,1923.7,1895.95,1919.3,1915.65,1906.07,16795,7,1916.15,18,1916.9,171325,198110,/Date(1738904995000)/,0.03132096
B,C,500112,741.75,10,743308,761.8,733.5,761.8,752.35,741.19,16795,131,741.4,8,741.65,198096,1035927,/Date(1738904995000)/,-1.40891874
N,C,5900,1010.05,595,1264074,1024.45,1007.65,1019.5,1020.7,1015.24,16795,627,1010,68,1010.05,257173,379651,/Date(1738904995000)/,-1.0434016
N,C,2885,1271.1,1066,2725498,1283.7,1267.5,1276.15,1281.55,1272.24,16795,39,1271.05,1786,1271.1,370464,589163,/Date(1738904995000)/,-0.815418839
N,C,3045,741.7,14691,14778284,759.9,733.4,759.8,752.25,742.1,16795,985,741.4,20,741.6,1093215,1887243,/Date(1738904995000)/,-1.40245926
N,C,1333,1748.05,10,4891367,1767,1743.55,1750,1743.85,1755.01,16795,120,1748.05,5,1748.1,237321,501747,/Date(1738904995000)/,0.2408464
N,C,11536,4053.25,225,437341,4090,4028.3,4090,4082.75,4046.37,16795,10,4053.25,4,4053.55,92309,88906,/Date(1738904995000)/,-0.7225522
B,C,500180,1747.3,45,138717,1767.4,1743.3,1750.55,1744.7,1756.52,16795,126,1747.3,1,1748.1,71251,547413,/Date(1738904995000)/,0.149022758
N,C,4963,1261.5,52,1548505,1275,1259,1272,1272.4,1268.24,16796,134,1261.55,1,1261.75,286940,360652,/Date(1738904996000)/,-0.856648862
B,C,500112,741.4,2,743310,761.8,733.5,761.8,752.35,741.19,16796,8,741.4,8,741.65,196613,1035484,/Date(1738904996000)/,-1.45543957
N,C,1594,1916.9,32,1173324,1923.7,1895.95,1919.3,1915.65,1906.07,16796,371,1916.3,84,1916.9,173589,198844,/Date(1738904996000)/,0.0652520061
B,C,500180,1748.25,30,138747,1767.4,1743.3,1750.55,1744.7,1756.52,16796,10,1748.05,8,1748.25,70909,548988,/Date(1738904996000)/,0.203473374
N,C,5900,1009.9,2580,1266654,1024.45,1007.65,1019.5,1020.7,1015.23,16796,17,1009.85,1368,1009.9,248187,387302,/Date(1738904996000)/,-1.05809736
N,C,2885,1271.1,221,2725719,1283.7,1267.5,1276.15,1281.55,1272.24,16796,80,1271.05,1578,1271.1,370253,586201,/Date(1738904996000)/,-0.815418839
N,C,3045,741.45,2827,14781111,759.9,733.4,759.8,752.25,742.1,16796,1650,741.2,1,741.45,1081810,1895295,/Date(1738904996000)/,-1.43569291
N,C,1333,1748.15,273,4891640,1767,1743.55,1750,1743.85,1755.01,16796,119,1748.05,58,1748.15,235907,503333,/Date(1738904996000)/,0.246580824
N,C,4963,1261.55,90,1548595,1275,1259,1272,1272.4,1268.24,16797,74,1261.5,1,1261.75,281367,360388,/Date(1738904997000)/,-0.852719247
B,C,500209,1916,1,30656,1921,1880.2,1880.2,1915.95,1903.12,16797,123,1915.5,2,1916.4,54471,337016,/Date(1738904997000)/,0.00260967133
N,C,1594,1916.3,12,1173336,1923.7,1895.95,1919.3,1915.65,1906.07,16797,400,1916.35,22,1916.85,173385,202087,/Date(1738904997000)/,0.033931043
N,C,5900,1009.9,119,1266773,1024.45,1007.65,1019.5,1020.7,1015.23,16797,17,1009.85,1369,1009.9,249363,386256,/Date(1738904997000)/,-1.05809736
B,C,500696,2347.95,1,15020,2382.95,2336.85,2382.95,2373.5,2350.92,16797,9,2346.1,37,2347.95,31645,176993,/Date(1738904997000)/,-1.07646942
N,C,2885,1271.1,1,2725720,1283.7,1267.5,1276.15,1281.55,1272.24,16797,62,1271.05,1577,1271.1,370328,590569,/Date(1738904997000)/,-0.815418839
N,C,3045,741.6,613,14781724,759.9,733.4,759.8,752.25,742.1,16797,285,741.25,639,741.6,1084057,1891010,/Date(1738904997000)/,-1.41575277
N,C,1333,1748.65,289,4891929,1767,1743.55,1750,1743.85,1755.01,16797,136,1748.05,1,1748.7,236731,504133,/Date(1738904997000)/,0.275253028
N,C,4963,1261.45,76,1548671,1275,1259,1272,1272.4,1268.24,16798,63,1261.45,252,1261.95,272636,366867,/Date(1738904998000)/,-0.8605785
N,C,1594,1916.5,522,1173858,1923.7,1895.95,1919.3,1915.65,1906.07,16798,237,1916.5,27,1916.75,169610,202106,/Date(1738904998000)/,0.0443713628
N,C,5900,1009.85,80,1266853,1024.45,1007.65,1019.5,1020.7,1015.23,16798,12,1009.85,1369,1009.9,247290,390825,/Date(1738904998000)/,-1.06299591
N,C,2885,1271.05,16,2725736,1283.7,1267.5,1276.15,1281.55,1272.24,16798,61,1271.05,1562,1271.1,369435,590143,/Date(1738904998000)/,-0.8193203
N,C,3045,741.5,2463,14784187,759.9,733.4,759.8,752.25,742.1,16798,2,741.25,246,741.45,1081734,1899940,/Date(1738904998000)/,-1.42904627
N,C,1333,1748.05,319,4892248,1767,1743.55,1750,1743.85,1755.01,16797,151,1748.05,32,1748.6,242108,503853,/Date(1738904997000)/,0.2408464
B,C,500112,741.4,1,743311,761.8,733.5,761.8,752.35,741.19,16798,7,741.4,104,741.65,195994,1031956,/Date(1738904998000)/,-1.45543957
N,C,4963,1261.55,88,1548759,1275,1259,1272,1272.4,1268.24,16799,39,1261.6,164,1261.95,281323,366377,/Date(1738904999000)/,-0.852719247
B,C,500112,741.6,10,743321,761.8,733.5,761.8,752.35,741.19,16799,7,741.4,81,741.6,196061,1029354,/Date(1738904999000)/,-1.42885625
N,C,1594,1916.5,31,1173889,1923.7,1895.95,1919.3,1915.65,1906.07,16799,228,1916.5,59,1916.75,172830,202223,/Date(1738904999000)/,0.0443713628
N,C,5900,1009.9,4,1266857,1024.45,1007.65,1019.5,1020.7,1015.23,16799,13,1009.85,1365,1009.9,248541,391100,/Date(1738904999000)/,-1.05809736
N,C,2885,1271.15,11031,2736767,1283.7,1267.5,1276.15,1281.55,1272.23,16799,51,1271.2,753,1271.25,371788,580399,/Date(1738904999000)/,-0.811517358
N,C,3045,741.45,956,14785143,759.9,733.4,759.8,752.25,742.1,16799,8,741.15,89,741.45,1084123,1900119,/Date(1738904999000)/,-1.43569291
N,C,1333,1748.1,80,4892328,1767,1743.55,1750,1743.85,1755.01,16798,53,1748.2,119,1748.65,236479,484165,/Date(1738904998000)/,0.243713617
B,C,500180,1748,15,138762,1767.4,1743.3,1750.55,1744.7,1756.52,16799,37,1748.05,62,1748.8,72163,546474,/Date(1738904999000)/,0.189144269
N,C,4963,1261.55,39,1548798,1275,1259,1272,1272.4,1268.24,16800,63,1261.6,175,1261.95,279655,365494,/Date(1738905000000)/,-0.852719247
N,C,1594,1916.95,206,1174095,1923.7,1895.95,1919.3,1915.65,1906.07,16800,23,1916.5,25,1916.9,172283,201943,/Date(1738905000000)/,0.067862086
N,C,5900,1009.85,8,1266865,1024.45,1007.65,1019.5,1020.7,1015.23,16799,6,1009.85,156,1009.9,248209,387852,/Date(1738904999000)/,-1.06299591
N,C,2885,1271.25,1768,2738535,1283.7,1267.5,1276.15,1281.55,1272.23,16800,5,1271.2,485,1271.25,369861,586302,/Date(1738905000000)/,-0.8037143
N,C,3045,741.5,670,14785813,759.9,733.4,759.8,752.25,742.1,16800,1,741.2,297,741.5,1086588,1898028,/Date(1738905000000)/,-1.42904627
N,C,1333,1748.65,22,4892350,1767,1743.55,1750,1743.85,1755.01,16799,117,1748.25,115,1748.65,239887,487915,/Date(1738904999000)/,0.275253028
B,C,500510,3343.6,5,26431,3397.85,3323,3397.85,3352.9,3339.88,16800,211,3341.75,42,3344.4,28424,121204,/Date(1738905000000)/,-0.277371824
N,C,1394,2346.85,30,206308,2381.95,2336.1,2380,2372.7,2351.18,16797,14,2346.45,71,2346.85,98908,87464,/Date(1738904997000)/,-1.08947611
N,C,4963,1261.6,141,1548939,1275,1259,1272,1272.4,1268.24,16801,3,1261.6,357,1261.95,281076,367176,/Date(1738905001000)/,-0.8487897
N,C,11483,3342.3,371,327023,3369.95,3323.05,3367,3352.75,3343.9,16801,3,3342.5,63,3343.3,114978,118187,/Date(1738905001000)/,-0.311684459
N,C,1594,1916.05,32,1174127,1923.7,1895.95,1919.3,1915.65,1906.07,16801,400,1915.9,50,1916.5,168927,202947,/Date(1738905001000)/,0.0208806414
N,C,11536,4054.95,1238,438579,4090,4028.3,4090,4082.75,4046.39,16801,4,4054.45,76,4054.9,92552,89051,/Date(1738905001000)/,-0.680913568
N,C,3045,741.2,1382,14787195,759.9,733.4,759.8,752.25,742.1,16802,2061,741.15,165,741.2,1090095,1901753,/Date(1738905002000)/,-1.46892655
N,C,1333,1748.55,27,4892377,1767,1743.55,1750,1743.85,1755.01,16802,3,1748.55,96,1748.65,238995,499315,/Date(1738905002000)/,0.269518584
N,C,11483,3343.3,51,327074,3369.95,3323.05,3367,3352.75,3343.9,16802,3,3342.5,30,3343.3,116943,120945,/Date(1738905002000)/,-0.281858176
N,C,1594,1915.9,14,1174141,1923.7,1895.95,1919.3,1915.65,1906.07,16802,386,1915.9,68,1916.45,170684,203366,/Date(1738905002000)/,0.0130504007
N,C,11536,4054.4,269,438848,4090,4028.3,4090,4082.75,4046.39,16802,4,4052.95,7,4054.35,93757,89324,/Date(1738905002000)/,-0.6943849
N,C,5900,1009.9,12,1266877,1024.45,1007.65,1019.5,1020.7,1015.23,16802,311,1009.85,154,1009.9,253448,390822,/Date(1738905002000)/,-1.05809736
B,C,500112,741.65,51,743372,761.8,733.5,761.8,752.35,741.19,16802,7,741.4,90,741.65,193342,1028972,/Date(1738905002000)/,-1.42221045
N,C,3045,741.4,752,14787947,759.9,733.4,759.8,752.25,742.1,16803,350,741.2,201,741.4,1086883,1899997,/Date(1738905003000)/,-1.44233966
N,C,1333,1748.55,218,4892595,1767,1743.55,1750,1743.85,1755.01,16803,4,1748.55,129,1748.65,239414,496705,/Date(1738905003000)/,0.269518584
B,C,500112,741.65,12,743384,761.8,733.5,761.8,752.35,741.19,16803,7,741.4,78,741.65,193129,1030284,/Date(1738905003000)/,-1.42221045
N,C,1594,1916.45,26,1174167,1923.7,1895.95,1919.3,1915.65,1906.07,16803,467,1915.9,36,1916.4,171022,202992,/Date(1738905003000)/,0.0417612828
N,C,11536,4054.3,22,438870,4090,4028.3,4090,4082.75,4046.39,16803,6,4052.9,2,4054.35,94115,89565,/Date(1738905003000)/,-0.6968342
B,C,500112,741.65,4,743388,761.8,733.5,761.8,752.35,741.19,16804,7,741.4,74,741.65,192952,1031048,/Date(1738905004000)/,-1.42221045
N,C,3045,741.4,448,14788395,759.9,733.4,759.8,752.25,742.1,16804,87,741.2,66,741.4,1088023,1897451,/Date(1738905004000)/,-1.44233966
N,C,1333,1748.65,80,4892675,1767,1743.55,1750,1743.85,1755.01,16803,4,1748.55,93,1748.65,239802,495011,/Date(1738905003000)/,0.275253028
N,C,11483,3343.3,10,327084,3369.95,3323.05,3367,3352.75,3343.9,16804,5,3342.6,65,3343.3,117401,120768,/Date(1738905004000)/,-0.281858176
N,C,1594,1916.3,19,1174186,1923.7,1895.95,1919.3,1915.65,1906.07,16804,462,1915.9,36,1916.35,171102,203477,/Date(1738905004000)/,0.033931043
N,C,11536,4054.6,59,438929,4090,4028.3,4090,4082.75,4046.4,16805,1,4054.6,23,4054.7,93697,89693,/Date(1738905005000)/,-0.689486265
B,C,500112,741.75,1201,744589,761.8,733.5,761.8,752.35,741.19,16804,352,741.15,131,741.7,191323,1027826,/Date(1738905004000)/,-1.40891874
B,C,500180,1748.8,1,138763,1767.4,1743.3,1750.55,1744.7,1756.52,16805,58,1748.1,61,1748.8,71499,547311,/Date(1738905005000)/,0.2349974
N,C,4963,1261.95,1394,1550333,1275,1259,1272,1272.4,1268.23,16805,63,1261.6,33,1261.95,285418,366774,/Date(1738905005000)/,-0.8212826
B,C,500696,2346.2,25,15045,2382.95,2336.85,2382.95,2373.5,2350.91,16805,25,2346.2,22,2347.8,32420,177179,/Date(1738905005000)/,-1.15020013
N,C,3045,741.2,523,14788918,759.9,733.4,759.8,752.25,742.1,16805,500,741.15,100,741.2,1085387,1900074,/Date(1738905005000)/,-1.46892655
N,C,1333,1748.65,378,4893053,1767,1743.55,1750,1743.85,1755.01,16805,299,1748.6,132,1748.65,239719,499998,/Date(1738905005000)/,0.275253028
N,C,11483,3343.3,6,327090,3369.95,3323.05,3367,3352.75,3343.9,16804,5,3342.6,4,3342.9,117718,120953,/Date(1738905004000)/,-0.281858176
N,C,1594,1916.5,154,1174340,1923.7,1895.95,1919.3,1915.65,1906.08,16806,450,1915.9,44,1916.5,171238,203076,/Date(1738905006000)/,0.0443713628
N,C,11536,4054.55,130,439059,4090,4028.3,4090,4082.75,4046.4,16805,4,4054.6,1,4054.65,92991,89807,/Date(1738905005000)/,-0.6907109
N,C,2885,1272,587,2816513,1283.7,1267.5,1276.15,1281.55,1272.23,17119,278,1272,88,1272.1,369712,588668,/Date(1738905319000)/,-0.7451914
B,C,500325,1272.45,5,169911,1284.75,1266.45,1266.45,1281.55,1271.4,17112,250,1272,85,1272.45,137466,788124,/Date(1738905312000)/,-0.710077643
N,C,11536,4051.8,116,452340,4090,4028.3,4090,4082.75,4046.56,17121,3,4051,9,4051.8,92288,94514,/Date(1738905321000)/,-0.7580675
B,C,532540,4050,25,7970,4091.9,4029.55,4060.15,4082.7,4044.87,17014,27,4048.95,15,4052.05,21059,142210,/Date(1738905214000)/,-0.8009406
N,C,1333,1744.6,709,5013629,1767,1743.55,1750,1743.85,1754.83,17121,1847,1744,390,1744.65,236589,538461,/Date(1738905321000)/,0.0430082865
B,C,500180,1744.55,5,142127,1767.4,1743.3,1750.55,1744.7,1756.29,17121,4,1744,36,1744.6,59828,552384,/Date(1738905321000)/,-0.008597466
N,C,1594,1912,540,1195939,1923.7,1895.95,1919.3,1915.65,1906.19,17120,397,1911.95,9,1912.55,165612,212048,/Date(1738905320000)/,-0.190535858
B,C,500209,1911.6,11,30991,1921,1880.2,1880.2,1915.95,1903.23,17102,51,1911.6,37,1912.55,51522,342369,/Date(1738905302000)/,-0.227041423
N,C,1394,2347.7,76,211491,2381.95,2336.1,2380,2372.7,2351.08,17119,1,2347,26,2347.7,102382,87585,/Date(1738905319000)/,-1.05365193
B,C,500696,2347.9,10,15199,2382.95,2336.85,2382.95,2373.5,2350.89,17114,15,2347.2,52,2349.05,33699,176919,/Date(1738905314000)/,-1.078576
N,C,4963,1262.05,48,1643833,1275,1259,1272,1272.4,1267.85,17122,236,1262.05,117,1262.15,275342,380404,/Date(1738905322000)/,-0.813423455
B,C,532174,1261.8,50,37526,1273.5,1258.5,1272.6,1272.65,1266.59,17118,41,1261.8,110,1262.55,81908,440419,/Date(1738905318000)/,-0.852551758
N,C,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Date(-62135596800000)/,0
B,C,500247,1914.25,5,4888,1923.45,1910.4,1917.25,1915.55,1918.06,17122,4,1913.65,13,1914.95,40279,247792,/Date(1738905322000)/,-0.067865625
N,C,5900,1010.25,864,1395921,1024.45,1007.65,1019.5,1020.7,1014.81,17116,280,1010.25,254,1010.45,256627,394369,/Date(1738905316000)/,-1.02380717
B,C,532215,1010.9,235,24139,1023,1007.85,1020.55,1020.55,1015.41,17020,171,1010.45,6,1011.3,80745,451689,/Date(1738905220000)/,-0.945568562
N,C,11483,3345.9,6,345865,3369.95,3323.05,3367,3352.75,3344.01,17121,3,3345.3,24,3345.85,118617,118951,/Date(1738905321000)/,-0.2043099
B,C,500510,3347.7,25,27653,3397.85,3323,3397.85,3352.9,3340.2,17118,17,3345.65,5,3348.15,24154,122129,/Date(1738905318000)/,-0.155089617
N,C,3045,742.85,1420,15445721,759.9,733.4,759.8,752.25,742.12,17121,827,742.6,416,742.85,1124329,1870647,/Date(1738905321000)/,-1.24958456
B,C,500112,742.8,200,769117,761.8,733.5,761.8,752.35,741.23,17121,93,742.75,98,743.15,186568,1032280,/Date(1738905321000)/,-1.269356
N,C,11483,3345.85,1,345866,3369.95,3323.05,3367,3352.75,3344.01,17121,3,3345.3,5,3345.85,118597,118912,/Date(1738905321000)/,-0.205801219
N,C,5900,1010.1,844,1396765,1024.45,1007.65,1019.5,1020.7,1014.81,17122,253,1010.05,200,1010.2,248170,399231,/Date(1738905322000)/,-1.038503
N,C,3045,742.6,1083,15446804,759.9,733.4,759.8,752.25,742.12,17122,166,742.55,684,742.8,1118843,1872974,/Date(1738905322000)/,-1.2828182
B,C,500325,1272,2500,172411,1284.75,1266.45,1266.45,1281.55,1271.41,17122,150,1271.8,82,1272.4,136130,788333,/Date(1738905322000)/,-0.7451914
N,C,1333,1744.4,774,5014403,1767,1743.55,1750,1743.85,1754.83,17122,1655,1744,28,1744.4,235391,542256,/Date(1738905322000)/,0.03153941
B,C,532174,1262.4,10,37536,1273.5,1258.5,1272.6,1272.65,1266.59,17123,45,1261.8,69,1262.4,83770,442969,/Date(1738905323000)/,-0.8054061
N,C,4963,1262.05,47,1643880,1275,1259,1272,1272.4,1267.85,17123,194,1262.05,435,1262.15,269824,378723,/Date(1738905323000)/,-0.813423455
N,C,11483,3345,24,345890,3369.95,3323.05,3367,3352.75,3344.01,17123,2,3344.1,326,3345,117680,117914,/Date(1738905323000)/,-0.231153548
N,C,3045,742.55,244,15447048,759.9,733.4,759.8,752.25,742.12,17123,55,742.6,6,742.7,1121153,1876904,/Date(1738905323000)/,-1.289465
N,C,1333,1744.4,210,5014613,1767,1743.55,1750,1743.85,1754.83,17123,1603,1744,56,1744.4,232566,541747,/Date(1738905323000)/,0.03153941
N,C,4963,1262.05,94,1643974,1275,1259,1272,1272.4,1267.85,17124,156,1262.05,380,1262.15,276038,363909,/Date(1738905324000)/,-0.813423455
B,C,532215,1009.85,5,24144,1023,1007.85,1020.55,1020.55,1015.41,17123,60,1009.6,198,1010.3,74027,458426,/Date(1738905323000)/,-1.04845428
N,C,11483,3345,2,345892,3369.95,3323.05,3367,3352.75,3344.01,17124,3,3344.1,349,3345,117532,119302,/Date(1738905324000)/,-0.231153548
N,C,3045,742.85,4088,15451136,759.9,733.4,759.8,752.25,742.12,17124,2750,742.75,186,742.85,1122865,1860757,/Date(1738905324000)/,-1.24958456
N,C,1333,1744,1140,5015753,1767,1743.55,1750,1743.85,1754.82,17124,1009,1744,117,1744.4,235348,541339,/Date(1738905324000)/,0.008601657
N,C,4963,1262.05,39,1644013,1275,1259,1272,1272.4,1267.85,17125,117,1262.05,387,1262.15,275154,377477,/Date(1738905325000)/,-0.813423455
N,C,11483,3345,50,345942,3369.95,3323.05,3367,3352.75,3344.01,17124,12,3344.1,4,3344.55,118185,119421,/Date(1738905324000)/,-0.231153548
N,C,3045,742.75,773,15451909,759.9,733.4,759.8,752.25,742.12,17125,1992,742.75,171,742.85,1127717,1864677,/Date(1738905325000)/,-1.26287806
