Exch,ExchType,Token,LastRate,LastQty,TotalQty,High,Low,OpenRate,PClose,AvgRate,Time,BidQty,BidRate,OffQty,OffRate,TBidQ,TOffQ,TickDt,ChgPcnt
B,C,500112,743.75,757,249549,761.8,740.55,761.8,752.35,744.73,13325,193,743.7,339,744.2,178750,234059,/Date(1738901525000)/,-1.143085
N,C,4963,1271,163,624536,1275,1268,1272,1272.4,1270.79,13324,152,1271,133,1271.2,276762,317041,/Date(1738901524000)/,-0.110028289
N,C,11483,3350,1064,107212,3369.95,3346.05,3367,3352.75,3354.61,13324,47,3349.75,4,3349.8,95016,105091,/Date(1738901524000)/,-0.08202222
B,C,500112,744.2,2,249551,761.8,740.55,761.8,752.35,744.73,13325,230,743.7,267,744.2,180017,235163,/Date(1738901525000)/,-1.08327246
N,C,3045,743.9,1525,5513172,759.9,740.8,759.8,752.25,745.3,13326,182,743.8,21,743.9,1021217,1387940,/Date(1738901526000)/,-1.11000335
N,C,1333,1760.95,170,2139052,1761.5,1746.75,1750,1743.85,1753.93,13326,32,1760.85,1,1760.95,251408,393221,/Date(1738901526000)/,0.9805889
N,C,2885,1273.75,40,1408618,1283.7,1269.4,1276.15,1281.55,1273.86,13325,54,1273.55,14,1273.75,343936,519572,/Date(1738901525000)/,-0.608638
N,C,4963,1271,165,624701,1275,1268,1272,1272.4,1270.79,13325,252,1271,70,1271.2,276856,317340,/Date(1738901525000)/,-0.110028289
N,C,11536,4030.25,295,250387,4090,4028.3,4090,4082.75,4049.18,13325,5,4030.2,107,4030.25,78858,94219,/Date(1738901525000)/,-1.285898
N,C,1594,1897.95,1400,743041,1923.7,1895.95,1919.3,1915.65,1906.58,13326,81,1897.4,287,1898,136287,198822,/Date(1738901526000)/,-0.9239684
N,C,3045,743.9,229,5513401,759.9,740.8,759.8,752.25,745.3,13327,691,743.8,50,743.9,1021736,1387464,/Date(1738901527000)/,-1.11000335
N,C,1333,1760.85,463,2139515,1761.5,1746.75,1750,1743.85,1753.93,13327,41,1760.85,14,1761,252250,392977,/Date(1738901527000)/,0.974854469
B,C,500112,744.2,2,249553,761.8,740.55,761.8,752.35,744.73,13326,230,743.7,266,744.2,180279,231973,/Date(1738901526000)/,-1.08327246
B,C,500696,2352.3,1,7024,2382.95,2350.15,2382.95,2373.5,2355.88,13326,4,2351,35,2352.3,27289,31800,/Date(1738901526000)/,-0.893195748
N,C,5900,1017.55,224,244522,1024.45,1014.55,1019.5,1020.7,1017.74,13326,197,1017.5,11,1017.8,275191,299202,/Date(1738901526000)/,-0.308611721
N,C,2885,1273.75,30,1408648,1283.7,1269.4,1276.15,1281.55,1273.86,13326,96,1273.55,24,1273.75,343546,519684,/Date(1738901526000)/,-0.608638
N,C,4963,1271.3,412,625113,1275,1268,1272,1272.4,1270.79,13327,32,1271.2,135,1271.3,277092,315968,/Date(1738901527000)/,-0.0864508
N,C,1594,1897.4,201,743242,1923.7,1895.95,1919.3,1915.65,1906.58,13327,9,1897.4,123,1897.95,136569,199182,/Date(1738901527000)/,-0.9526793
N,C,3045,743.8,314,5513715,759.9,740.8,759.8,752.25,745.3,13328,447,743.8,532,743.9,1023657,1387937,/Date(1738901528000)/,-1.12329674
N,C,1333,1761.1,122,2139637,1761.5,1746.75,1750,1743.85,1753.93,13328,39,1760.85,98,1761.25,252326,393817,/Date(1738901528000)/,0.9891906
B,C,500112,744.2,15,249568,761.8,740.55,761.8,752.35,744.73,13327,1,743.75,200,744,183430,232411,/Date(1738901527000)/,-1.08327246
B,C,500696,2352.3,25,7049,2382.95,2350.15,2382.95,2373.5,2355.87,13328,4,2351,25,2352.25,27278,31731,/Date(1738901528000)/,-0.893195748
N,C,4963,1271.3,106,625219,1275,1268,1272,1272.4,1270.79,13328,14,1271.3,81,1271.35,278282,314813,/Date(1738901528000)/,-0.0864508
N,C,1594,1897.4,415,743657,1923.7,1895.95,1919.3,1915.65,1906.57,13328,41,1897.3,7,1897.95,136371,199325,/Date(1738901528000)/,-0.9526793
N,C,3045,743.7,3746,5517461,759.9,740.8,759.8,752.25,745.3,13329,4215,743.65,97,743.7,1022541,1392237,/Date(1738901529000)/,-1.13659024
N,C,1333,1761.2,171,2139808,1761.5,1746.75,1750,1743.85,1753.93,13328,43,1760.85,550,1761.3,253590,393907,/Date(1738901528000)/,0.994925
B,C,532174,1270.85,35,7606,1273.35,1268.25,1272.6,1272.65,1270.33,13329,47,1270.8,87,1271,77506,80024,/Date(1738901529000)/,-0.141437158
B,C,500180,1761.3,1,36346,1761.4,1747.5,1750.55,1744.7,1754.79,13329,68,1760.75,36,1761.3,79894,120477,/Date(1738901529000)/,0.9514529
N,C,2885,1273.75,110,1408758,1283.7,1269.4,1276.15,1281.55,1273.86,13329,545,1273.55,17,1273.75,339803,519549,/Date(1738901529000)/,-0.608638
N,C,4963,1271.3,7,625226,1275,1268,1272,1272.4,1270.79,13329,7,1271.3,81,1271.35,277053,314414,/Date(1738901529000)/,-0.0864508
B,C,500112,744,250,249818,761.8,740.55,761.8,752.35,744.73,13329,166,743.65,516,744,179959,232512,/Date(1738901529000)/,-1.10985577
N,C,1594,1897.95,211,743868,1923.7,1895.95,1919.3,1915.65,1906.57,13329,334,1897.3,49,1897.95,136343,199370,/Date(1738901529000)/,-0.9239684
B,C,500112,743.65,176,249994,761.8,740.55,761.8,752.35,744.73,13330,134,743.55,202,743.9,181148,228917,/Date(1738901530000)/,-1.15637672
B,C,500510,3350.6,8,6105,3397.85,3346.7,3397.85,3352.9,3357.04,13330,10,3348.8,7,3350.6,21769,29404,/Date(1738901530000)/,-0.06859733
B,C,500209,1897.85,1,17275,1921,1880.2,1880.2,1915.95,1900.54,13329,26,1896.9,3,1897.85,48286,64875,/Date(1738901529000)/,-0.944701
N,C,3045,743.6,4793,5522254,759.9,740.8,759.8,752.25,745.3,13330,4,743.55,47,743.6,1018084,1394243,/Date(1738901530000)/,-1.14988363
N,C,1333,1761.25,133,2139941,1761.5,1746.75,1750,1743.85,1753.93,13330,46,1760.85,118,1761.25,253615,393640,/Date(1738901530000)/,0.9977923
N,C,2885,1273.75,13,1408771,1283.7,1269.4,1276.15,1281.55,1273.86,13330,584,1273.55,18,1273.75,341708,520294,/Date(1738901530000)/,-0.608638
N,C,4963,1271.3,14,625240,1275,1268,1272,1272.4,1270.79,13330,27,1271.2,63,1271.3,276967,314005,/Date(1738901530000)/,-0.0864508
B,C,500209,1897.8,1,17276,1921,1880.2,1880.2,1915.95,1900.54,13330,10,1896.9,64,1897.8,48243,67056,/Date(1738901530000)/,-0.9473108
B,C,500112,743.55,48,250042,761.8,740.55,761.8,752.35,744.73,13330,481,743.5,203,743.9,179999,232164,/Date(1738901530000)/,-1.16966844
B,C,532174,1270.75,48,7654,1273.35,1268.25,1272.6,1272.65,1270.33,13330,55,1270.75,87,1271,77719,79438,/Date(1738901530000)/,-0.149294779
B,C,500112,743.9,100,250142,761.8,740.55,761.8,752.35,744.73,13331,481,743.5,92,743.85,180500,231942,/Date(1738901531000)/,-1.12314749
N,C,3045,743.5,8261,5530515,759.9,740.8,759.8,752.25,745.3,13331,260,743.35,1031,743.5,982002,1387177,/Date(1738901531000)/,-1.16317713
N,C,1333,1761.1,1019,2140960,1761.5,1746.75,1750,1743.85,1753.94,13331,88,1760.65,136,1761.1,251889,395429,/Date(1738901531000)/,0.9891906
N,C,1394,2350.7,121,103833,2381.95,2350,2380,2372.7,2355.93,13331,36,2350.7,12,2351,87276,71210,/Date(1738901531000)/,-0.9272138
N,C,2885,1273.55,1,1408772,1283.7,1269.4,1276.15,1281.55,1273.86,13331,583,1273.55,58,1273.75,342358,520435,/Date(1738901531000)/,-0.6242441
N,C,4963,1271.2,27,625267,1275,1268,1272,1272.4,1270.79,13331,360,1271,66,1271.2,276697,314667,/Date(1738901531000)/,-0.09430997
N,C,11483,3349.8,328,107540,3369.95,3346.05,3367,3352.75,3354.59,13331,132,3349.8,51,3350,94014,105058,/Date(1738901531000)/,-0.0879874751
B,C,500112,743.4,442,250584,761.8,740.55,761.8,752.35,744.73,13332,572,743.25,449,743.85,175326,232104,/Date(1738901532000)/,-1.189606
N,C,3045,743.5,2818,5533333,759.9,740.8,759.8,752.25,745.3,13332,59,743.35,189,743.5,1002350,1384826,/Date(1738901532000)/,-1.16317713
N,C,1333,1760.6,598,2141558,1761.5,1746.75,1750,1743.85,1753.94,13332,37,1760.5,134,1760.85,241864,394887,/Date(1738901532000)/,0.9605184
B,C,500112,743.8,4,250588,761.8,740.55,761.8,752.35,744.73,13332,483,743.3,240,743.8,173349,232212,/Date(1738901532000)/,-1.1364392
N,C,4963,1271,16,625283,1275,1268,1272,1272.4,1270.79,13332,345,1271,67,1271.2,275129,315745,/Date(1738901532000)/,-0.110028289
B,C,500180,1760.75,68,36414,1761.4,1747.5,1750.55,1744.7,1754.8,13332,5,1760,826,1761.15,74370,116708,/Date(1738901532000)/,0.919928968
N,C,11536,4030.05,175,250562,4090,4028.3,4090,4082.75,4049.17,13332,538,4030,159,4030.05,78758,94509,/Date(1738901532000)/,-1.29079664
N,C,1594,1897,141,744009,1923.7,1895.95,1919.3,1915.65,1906.57,13332,2,1896.85,2,1897.2,138833,200251,/Date(1738901532000)/,-0.9735599
B,C,500112,743.8,15,250603,761.8,740.55,761.8,752.35,744.73,13333,153,743.3,144,743.8,175057,232353,/Date(1738901533000)/,-1.1364392
N,C,3045,743.5,301,5533634,759.9,740.8,759.8,752.25,745.3,13333,17,743.35,448,743.5,1009383,1383511,/Date(1738901533000)/,-1.16317713
N,C,1333,1760.3,397,2141955,1761.5,1746.75,1750,1743.85,1753.94,13333,20,1760.3,14,1760.75,249449,398803,/Date(1738901533000)/,0.943315148
N,C,5900,1017.75,89,244611,1024.45,1014.55,1019.5,1020.7,1017.74,13332,37,1017.65,155,1017.7,271116,301770,/Date(1738901532000)/,-0.28901732
N,C,2885,1273.55,819,1409591,1283.7,1269.4,1276.15,1281.55,1273.86,13333,45,1273.55,39,1273.65,337788,521435,/Date(1738901533000)/,-0.6242441
N,C,1594,1897.65,800,744809,1923.7,1895.95,1919.3,1915.65,1906.56,13333,10,1896.9,1,1897.2,139974,199730,/Date(1738901533000)/,-0.939628839
B,C,500112,743.75,9,250612,761.8,740.55,761.8,752.35,744.73,13334,86,743.3,2,743.65,185907,232226,/Date(1738901534000)/,-1.143085
B,C,500696,2351.95,1,7050,2382.95,2350.15,2382.95,2373.5,2355.86,13334,4,2351,93,2351.95,27036,30526,/Date(1738901534000)/,-0.9079418
N,C,3045,743.35,864,5534498,759.9,740.8,759.8,752.25,745.3,13334,61,743.25,30,743.35,1012115,1387325,/Date(1738901534000)/,-1.18311727
N,C,1333,1760.75,202,2142157,1761.5,1746.75,1750,1743.85,1753.94,13334,14,1760.3,136,1760.75,249682,399460,/Date(1738901534000)/,0.96912
B,C,500112,743.65,10,250622,761.8,740.55,761.8,752.35,744.73,13334,153,743.3,18,743.65,186199,226229,/Date(1738901534000)/,-1.15637672
N,C,1594,1897.4,21,744830,1923.7,1895.95,1919.3,1915.65,1906.56,13335,2,1896.85,76,1897.5,138657,200086,/Date(1738901535000)/,-0.9526793
N,C,3045,743.25,428,5534926,759.9,740.8,759.8,752.25,745.3,13335,2272,743.2,53,743.25,1012292,1388202,/Date(1738901535000)/,-1.19641078
N,C,1333,1760.75,141,2142298,1761.5,1746.75,1750,1743.85,1753.94,13335,63,1760.35,155,1760.75,249484,394137,/Date(1738901535000)/,0.96912
B,C,500112,743.55,10,250632,761.8,740.55,761.8,752.35,744.73,13335,3,743.25,10,743.55,186007,228565,/Date(1738901535000)/,-1.16966844
N,C,4963,1271.2,66,625349,1275,1268,1272,1272.4,1270.79,13335,30,1271.2,32,1271.25,275599,316339,/Date(1738901535000)/,-0.09430997
N,C,1594,1897.2,66,744896,1923.7,1895.95,1919.3,1915.65,1906.56,13336,272,1896.85,1,1897.35,138649,200566,/Date(1738901536000)/,-0.9631196
N,C,3045,743.25,958,5535884,759.9,740.8,759.8,752.25,745.3,13336,2013,743.2,79,743.25,1014225,1388917,/Date(1738901536000)/,-1.19641078
N,C,1333,1760.75,29,2142327,1761.5,1746.75,1750,1743.85,1753.94,13336,49,1760.35,92,1760.75,249424,397310,/Date(1738901536000)/,0.96912
B,C,532174,1271,10,7664,1273.35,1268.25,1272.6,1272.65,1270.34,13336,55,1270.75,77,1271,77592,80452,/Date(1738901536000)/,-0.129650727
N,C,2885,1273.55,658,1410249,1283.7,1269.4,1276.15,1281.55,1273.86,13336,3,1273.5,51,1273.55,340657,523385,/Date(1738901536000)/,-0.6242441
B,C,500112,743.6,270,250902,761.8,740.55,761.8,752.35,744.73,13337,156,743.25,2,743.55,185569,229605,/Date(1738901537000)/,-1.16302252
B,C,500112,743.6,15,250917,761.8,740.55,761.8,752.35,744.73,13337,156,743.25,2,743.55,186502,230301,/Date(1738901537000)/,-1.16302252
N,C,3045,743.2,508,5536392,759.9,740.8,759.8,752.25,745.3,13337,1740,743.2,183,743.25,1014819,1387546,/Date(1738901537000)/,-1.20305741
N,C,1333,1760.55,902,2143229,1761.5,1746.75,1750,1743.85,1753.94,13337,12,1760.55,1,1760.85,251174,394634,/Date(1738901537000)/,0.957651138
N,C,2885,1273.55,102,1410351,1283.7,1269.4,1276.15,1281.55,1273.86,13337,3,1273.5,51,1273.55,340633,522598,/Date(1738901537000)/,-0.6242441
N,C,4963,1271.25,101,625450,1275,1268,1272,1272.4,1270.79,13337,125,1271.05,94,1271.25,275718,316032,/Date(1738901537000)/,-0.0903803855
N,C,1394,2351.5,453,104286,2381.95,2350,2380,2372.7,2355.91,13337,8,2350.25,16,2351.4,87828,71258,/Date(1738901537000)/,-0.8934968
B,C,500112,743.55,1,250918,761.8,740.55,761.8,752.35,744.73,13338,156,743.25,2,743.55,185891,228660,/Date(1738901538000)/,-1.16966844
N,C,1594,1896.85,16,744912,1923.7,1895.95,1919.3,1915.65,1906.56,13337,5,1896.85,116,1897.2,138902,200715,/Date(1738901537000)/,-0.9813901
N,C,11483,3349.75,1555,109095,3369.95,3346.05,3367,3352.75,3354.53,13337,35,3349.75,193,3350,95414,105524,/Date(1738901537000)/,-0.08947878
N,C,3045,743.2,326,5536718,759.9,740.8,759.8,752.25,745.3,13338,1564,743.2,92,743.25,1013400,1385460,/Date(1738901538000)/,-1.20305741
N,C,1333,1760.85,412,2143641,1761.5,1746.75,1750,1743.85,1753.95,13338,6,1760.55,43,1760.85,250890,397384,/Date(1738901538000)/,0.974854469
N,C,4963,1271.25,43,625493,1275,1268,1272,1272.4,1270.79,13338,125,1271.05,51,1271.25,276418,315004,/Date(1738901538000)/,-0.0903803855
B,C,500325,1273.3,7,50708,1284.75,1266.45,1266.45,1281.55,1272.1,13338,98,1273.3,175,1273.75,132089,132984,/Date(1738901538000)/,-0.64375174
N,C,1594,1896.85,31,744943,1923.7,1895.95,1919.3,1915.65,1906.56,13339,3,1896.85,83,1897.1,136833,199676,/Date(1738901539000)/,-0.9813901
B,C,500112,743.55,1,250919,761.8,740.55,761.8,752.35,744.73,13339,156,743.25,2,743.55,186164,227902,/Date(1738901539000)/,-1.16966844
N,C,11536,4030.05,1354,251916,4090,4028.3,4090,4082.75,4049.07,13339,419,4030,92,4030.05,78508,93869,/Date(1738901539000)/,-1.29079664
N,C,3045,743.25,1191,5537909,759.9,740.8,759.8,752.25,745.3,13339,659,743.2,200,743.25,1012597,1385531,/Date(1738901539000)/,-1.19641078
N,C,1333,1760,4687,2148328,1761.5,1746.75,1750,1743.85,1753.96,13339,153,1760.05,119,1760.75,248643,391963,/Date(1738901539000)/,0.926111758
N,C,2885,1273.65,500,1410851,1283.7,1269.4,1276.15,1281.55,1273.86,13339,3,1273.5,50,1273.55,341724,523489,/Date(1738901539000)/,-0.616441
N,C,5900,1017.3,187,244798,1024.45,1014.55,1019.5,1020.7,1017.74,13339,1,1017.3,368,1017.5,270118,306073,/Date(1738901539000)/,-0.33310473
N,C,1594,1897.2,401,745344,1923.7,1895.95,1919.3,1915.65,1906.55,13339,3,1896.85,112,1897.2,138113,199495,/Date(1738901539000)/,-0.9631196
B,C,500325,1273.3,5,50713,1284.75,1266.45,1266.45,1281.55,1272.1,13339,93,1273.3,146,1273.75,131995,131079,/Date(1738901539000)/,-0.64375174
B,C,500696,2351,4,7054,2382.95,2350.15,2382.95,2373.5,2355.86,13340,3,2350.15,24,2351.75,28096,30609,/Date(1738901540000)/,-0.9479672
N,C,3045,743.25,1648,5539557,759.9,740.8,759.8,752.25,745.3,13340,450,743.2,16,743.25,1009850,1384656,/Date(1738901540000)/,-1.19641078
N,C,1333,1760.5,1103,2149431,1761.5,1746.75,1750,1743.85,1753.96,13341,49,1760.5,136,1760.8,252177,396235,/Date(1738901541000)/,0.954784
N,C,2885,1273.55,33,1410884,1283.7,1269.4,1276.15,1281.55,1273.86,13341,3,1273.5,26,1273.55,341666,522694,/Date(1738901541000)/,-0.6242441
B,C,500112,743.6,5,250924,761.8,740.55,761.8,752.35,744.73,13341,3,743.25,2,743.55,182710,228210,/Date(1738901541000)/,-1.16302252
N,C,1594,1896.85,256,745600,1923.7,1895.95,1919.3,1915.65,1906.55,13341,26,1896.6,42,1897.05,136035,198905,/Date(1738901541000)/,-0.9813901
B,C,500209,1896.8,100,17376,1921,1880.2,1880.2,1915.95,1900.52,13341,18,1896.6,155,1897.55,45066,68020,/Date(1738901541000)/,-0.999504149
N,C,3045,743.2,1148,5540705,759.9,740.8,759.8,752.25,745.3,13341,249,743.15,46,743.3,1011387,1385696,/Date(1738901541000)/,-1.20305741
N,C,1333,1760.9,168,2149599,1761.5,1746.75,1750,1743.85,1753.96,13341,670,1760.55,126,1760.95,254114,395652,/Date(1738901541000)/,0.9777217
B,C,500112,743.5,53,250977,761.8,740.55,761.8,752.35,744.73,13342,3,743.25,2,743.5,173196,228573,/Date(1738901542000)/,-1.17631423
N,C,2885,1273.55,39,1410923,1283.7,1269.4,1276.15,1281.55,1273.86,13342,43,1273.5,29,1273.55,341758,522667,/Date(1738901542000)/,-0.6242441
N,C,4963,1271.05,145,625638,1275,1268,1272,1272.4,1270.79,13341,117,1271.05,38,1271.2,276529,317069,/Date(1738901541000)/,-0.106098711
N,C,1594,1896.6,66,745666,1923.7,1895.95,1919.3,1915.65,1906.55,13341,118,1896.65,58,1897.05,136314,198821,/Date(1738901541000)/,-0.994440556
N,C,3045,743.2,3899,5544604,759.9,740.8,759.8,752.25,745.29,13342,293,743.05,72,743.2,1013057,1385555,/Date(1738901542000)/,-1.20305741
N,C,1333,1760.95,29,2149628,1761.5,1746.75,1750,1743.85,1753.96,13342,275,1760.55,73,1760.95,253088,395194,/Date(1738901542000)/,0.9805889
B,C,500180,1761.05,1,36415,1761.4,1747.5,1750.55,1744.7,1754.8,13342,46,1760.25,61,1761.05,81531,117900,/Date(1738901542000)/,0.9371239
N,C,2885,1273.55,23,1410946,1283.7,1269.4,1276.15,1281.55,1273.86,13343,43,1273.5,17,1273.55,342192,522730,/Date(1738901543000)/,-0.6242441
N,C,4963,1271.05,3,625641,1275,1268,1272,1272.4,1270.79,13342,114,1271.05,38,1271.2,276618,317018,/Date(1738901542000)/,-0.106098711
N,C,1594,1896.65,1,745667,1923.7,1895.95,1919.3,1915.65,1906.55,13343,117,1896.65,58,1897.05,136188,199215,/Date(1738901543000)/,-0.9918304
B,C,500112,743.5,101,251078,761.8,740.55,761.8,752.35,744.73,13343,271,743.25,11,743.6,181967,226626,/Date(1738901543000)/,-1.17631423
N,C,3045,743.25,1908,5546512,759.9,740.8,759.8,752.25,745.29,13344,70,743.1,59,743.25,1013000,1385972,/Date(1738901544000)/,-1.19641078
N,C,1333,1760.95,4,2149632,1761.5,1746.75,1750,1743.85,1753.96,13344,169,1760.55,652,1760.95,254331,395060,/Date(1738901544000)/,0.9805889
N,C,2885,1273.55,101,1411047,1283.7,1269.4,1276.15,1281.55,1273.86,13343,82,1273.5,25,1273.55,343043,521950,/Date(1738901543000)/,-0.6242441
B,C,532174,1270.75,8,7672,1273.35,1268.25,1272.6,1272.65,1270.34,13344,27,1270.75,77,1271,77611,80387,/Date(1738901544000)/,-0.149294779
B,C,500180,1760.25,23,36438,1761.4,1747.5,1750.55,1744.7,1754.81,13344,23,1760.25,100,1760.75,81414,114916,/Date(1738901544000)/,0.8912707
N,C,1594,1897.4,283,745950,1923.7,1895.95,1919.3,1915.65,1906.54,13344,182,1897.4,50,1897.95,139388,195272,/Date(1738901544000)/,-0.9526793
N,C,1394,2351.5,173,104459,2381.95,2350,2380,2372.7,2355.9,13344,19,2350.35,3,2351.5,87850,71879,/Date(1738901544000)/,-0.8934968
N,C,3045,743.2,179,5546691,759.9,740.8,759.8,752.25,745.29,13344,3438,743.2,48,743.25,1012816,1383464,/Date(1738901544000)/,-1.20305741
N,C,1333,1760.85,271,2149903,1761.5,1746.75,1750,1743.85,1753.96,13345,90,1760.55,595,1760.85,253265,396865,/Date(1738901545000)/,0.974854469
N,C,2885,1273.55,2,1411049,1283.7,1269.4,1276.15,1281.55,1273.86,13345,83,1273.5,23,1273.55,345474,520607,/Date(1738901545000)/,-0.6242441
N,C,1594,1897.5,239,746189,1923.7,1895.95,1919.3,1915.65,1906.54,13345,49,1897.55,147,1898,139084,198346,/Date(1738901545000)/,-0.947459042
B,C,500112,743.95,16,251094,761.8,740.55,761.8,752.35,744.73,13345,692,743.35,36,743.95,174469,229319,/Date(1738901545000)/,-1.11650169
B,C,532540,4031,100,3095,4091.9,4029.55,4060.15,4082.7,4042.08,13345,23,4029.75,9,4033.3,19956,22229,/Date(1738901545000)/,-1.2663188
B,C,500325,1273.75,7,50720,1284.75,1266.45,1266.45,1281.55,1272.1,13345,96,1273.3,43,1273.75,135401,126972,/Date(1738901545000)/,-0.608638
N,C,3045,743.7,1529,5548220,759.9,740.8,759.8,752.25,745.29,13346,359,743.45,74,743.7,1018257,1384099,/Date(1738901546000)/,-1.13659024
N,C,1333,1760.5,735,2150638,1761.5,1746.75,1750,1743.85,1753.97,13345,32,1760.15,81,1760.45,251243,396134,/Date(1738901545000)/,0.954784
B,C,500112,743.95,10,251104,761.8,740.55,761.8,752.35,744.73,13346,831,743.35,26,743.95,170278,229048,/Date(1738901546000)/,-1.11650169
N,C,2885,1273.55,164,1411213,1283.7,1269.4,1276.15,1281.55,1273.86,13346,164,1273.5,4,1273.65,346236,519412,/Date(1738901546000)/,-0.6242441
N,C,4963,1271.25,65,625706,1275,1268,1272,1272.4,1270.79,13345,288,1271.05,22,1271.25,276830,316147,/Date(1738901545000)/,-0.0903803855
N,C,11536,4031.15,1204,253120,4090,4028.3,4090,4082.75,4048.98,13345,5,4031.25,16,4032,79199,89585,/Date(1738901545000)/,-1.263854
B,C,500180,1761.5,5665,42103,1761.5,1747.5,1750.55,1744.7,1755.66,13346,74,1760.1,37,1760.95,75878,119078,/Date(1738901546000)/,0.9629163
B,C,500325,1273.45,50,50770,1284.75,1266.45,1266.45,1281.55,1272.1,13346,96,1273.3,43,1273.75,129382,125391,/Date(1738901546000)/,-0.6320471
N,C,1594,1898.25,810,746999,1923.7,1895.95,1919.3,1915.65,1906.53,13347,400,1898.2,89,1898.8,139954,196584,/Date(1738901547000)/,-0.9083079
N,C,5900,1017.5,58,244856,1024.45,1014.55,1019.5,1020.7,1017.74,13346,90,1017.3,229,1017.5,273823,305551,/Date(1738901546000)/,-0.313510329
N,C,3045,743.7,52,5548272,759.9,740.8,759.8,752.25,745.29,13347,448,743.45,65,743.7,1015236,1390769,/Date(1738901547000)/,-1.13659024
N,C,1333,1760.55,1736,2152374,1761.5,1746.75,1750,1743.85,1753.97,13347,29,1760.55,108,1760.8,253790,394321,/Date(1738901547000)/,0.957651138
N,C,2885,1273.65,46,1411259,1283.7,1269.4,1276.15,1281.55,1273.86,13347,192,1273.5,4,1273.65,347001,520456,/Date(1738901547000)/,-0.616441
N,C,1594,1898.6,918,747917,1923.7,1895.95,1919.3,1915.65,1906.52,13348,282,1898.2,104,1898.75,136501,196475,/Date(1738901548000)/,-0.8900373
N,C,3045,743.7,405,5548677,759.9,740.8,759.8,752.25,745.29,13348,100,743.5,1055,743.7,1012274,1391161,/Date(1738901548000)/,-1.13659024
N,C,1333,1760.85,164,2152538,1761.5,1746.75,1750,1743.85,1753.97,13348,2,1760.7,1,1760.85,256312,393582,/Date(1738901548000)/,0.974854469
B,C,500209,1897.8,1,17377,1921,1880.2,1880.2,1915.95,1900.52,13348,25,1897.8,38,1898.8,46493,66135,/Date(1738901548000)/,-0.9473108
B,C,500696,2351.9,5,7059,2382.95,2350.15,2382.95,2373.5,2355.86,13347,20,2350.2,30,2351.9,28087,32042,/Date(1738901547000)/,-0.9100485
B,C,500180,1760.15,10,42113,1761.5,1747.5,1750.55,1744.7,1755.66,13348,91,1760.2,10,1761.2,79502,121226,/Date(1738901548000)/,0.885539055
N,C,2885,1273.65,156,1411415,1283.7,1269.4,1276.15,1281.55,1273.86,13348,80,1273.55,1,1273.75,348883,518769,/Date(1738901548000)/,-0.616441
N,C,4963,1271.05,11,625717,1275,1268,1272,1272.4,1270.79,13348,277,1271.05,2,1271.15,276810,315773,/Date(1738901548000)/,-0.106098711
N,C,1594,1898.2,80,747997,1923.7,1895.95,1919.3,1915.65,1906.52,13348,215,1898.2,8,1898.6,139066,198378,/Date(1738901548000)/,-0.910917938
N,C,1333,1760.85,1318,2153856,1761.5,1746.75,1750,1743.85,1753.98,13349,59,1760.6,92,1760.85,255559,393886,/Date(1738901549000)/,0.974854469
